order_id,date,region,category,product,segment,units,revenue,cost
ORD-2646,2024-12-05,Central,Electronics,Aura Laptop,Corporate,3,1525.08,967.16
ORD-2647,2024-12-05,East,Apparel,Core Tee,Consumer,1,69.59,45.14
ORD-2648,2024-12-05,Central,Furniture,Ergo Chair,Corporate,1,217.97,132.29
ORD-2649,2024-12-06,East,Apparel,Trail Jacket,Corporate,5,470.81,316.66
ORD-2650,2024-12-06,Central,Electronics,Pulse Earbuds,Corporate,1,434.75,243.15
ORD-2651,2024-12-07,North,Apparel,Trail Jacket,SMB,4,301.76,189.76
ORD-2652,2024-12-07,North,Office,Notebook Set,Consumer,3,50.35,33.94
ORD-2653,2024-12-07,North,Furniture,Ergo Chair,Consumer,2,654.87,405.99
ORD-2654,2024-12-07,Central,Apparel,Trail Jacket,Consumer,2,137.34,83.26
ORD-2655,2024-12-08,South,Apparel,Core Tee,Consumer,2,104.35,63.65
ORD-2656,2024-12-08,South,Furniture,Oak Desk,Corporate,1,213.62,129.71
ORD-2657,2024-12-09,South,Apparel,Core Tee,Corporate,4,336.56,186.43
ORD-2658,2024-12-09,East,Furniture,Oak Desk,SMB,5,1703.65,1163.76
ORD-2659,2024-12-09,Central,Apparel,Trail Jacket,Corporate,3,227.1,141.21
ORD-2660,2024-12-09,Central,Office,Gel Pens,Corporate,2,35.49,22.51
ORD-2661,2024-12-09,South,Apparel,Trail Jacket,Corporate,5,288.9,164.91
ORD-2662,2024-12-10,Central,Electronics,Aura Laptop,Consumer,2,922.29,613.96
ORD-2663,2024-12-10,East,Office,Notebook Set,Consumer,1,19.73,13.34
ORD-2664,2024-12-10,South,Apparel,Trail Jacket,Consumer,1,86.34,48.54
ORD-2665,2024-12-10,West,Furniture,Oak Desk,SMB,1,344.18,220.85
ORD-2666,2024-12-11,West,Apparel,Core Tee,SMB,4,358.72,250.44
ORD-2667,2024-12-11,Central,Apparel,Trail Jacket,Corporate,4,328.57,222.12
ORD-2668,2024-12-11,South,Office,Gel Pens,Corporate,2,45.58,31.71
ORD-2669,2024-12-12,North,Electronics,Pulse Earbuds,Consumer,4,1919.71,1152.55
ORD-2670,2024-12-12,South,Apparel,Trail Jacket,Corporate,5,273.25,152.12
ORD-2671,2024-12-12,West,Apparel,Trail Jacket,SMB,4,205.84,139.58
ORD-2672,2024-12-12,East,Electronics,Aura Laptop,SMB,4,1659.22,918.64
ORD-2673,2024-12-13,Central,Office,Notebook Set,Corporate,2,26.08,16.98
ORD-2674,2024-12-13,East,Furniture,Oak Desk,Corporate,5,1667.03,935.85
ORD-2675,2024-12-14,Central,Furniture,Oak Desk,Corporate,3,676.1,440.33
ORD-2676,2024-12-14,Central,Furniture,Ergo Chair,Corporate,1,345.51,213.67
ORD-2677,2024-12-14,South,Office,Notebook Set,Corporate,3,56.6,33.41
ORD-2678,2024-12-14,North,Electronics,Nova Monitor,Corporate,5,1870.95,1192.89
ORD-2679,2024-12-15,East,Electronics,Aura Laptop,Corporate,5,2141.81,1340.1
ORD-2680,2024-12-15,South,Furniture,Oak Desk,Corporate,4,1114,679.73
ORD-2681,2024-12-15,North,Apparel,Core Tee,SMB,3,248.15,136.51
ORD-2682,2024-12-15,East,Electronics,Nova Monitor,SMB,5,2498.7,1710.83
ORD-2683,2024-12-15,East,Office,Gel Pens,Corporate,5,101.95,57.51
ORD-2684,2024-12-16,North,Apparel,Core Tee,Corporate,3,205.41,133.53
ORD-2685,2024-12-16,South,Furniture,Oak Desk,Corporate,2,716.18,494.08
ORD-2686,2024-12-16,South,Furniture,Ergo Chair,SMB,3,813.46,484.28
ORD-2687,2024-12-17,South,Electronics,Aura Laptop,Corporate,3,994.06,577.72
ORD-2688,2024-12-17,North,Furniture,Ergo Chair,Consumer,3,733.2,487.91
ORD-2689,2024-12-17,East,Apparel,Core Tee,Consumer,4,216.91,121.54
ORD-2690,2024-12-18,West,Office,Notebook Set,Consumer,5,95.8,65.62
ORD-2691,2024-12-18,South,Furniture,Ergo Chair,SMB,2,403.88,246.44
ORD-2692,2024-12-18,North,Furniture,Oak Desk,Consumer,5,1342.6,864.52
ORD-2693,2024-12-18,West,Electronics,Aura Laptop,SMB,5,2126.76,1454.88
ORD-2694,2024-12-18,North,Furniture,Oak Desk,Consumer,2,597.46,337.51
ORD-2695,2024-12-19,East,Electronics,Nova Monitor,Consumer,3,1131.61,708.35
ORD-2696,2024-12-19,Central,Apparel,Trail Jacket,Corporate,5,263.03,158.04
ORD-2697,2024-12-19,South,Office,Notebook Set,Consumer,5,114.68,64.51
ORD-2698,2024-12-20,East,Apparel,Trail Jacket,Corporate,4,231.55,154.66
ORD-2699,2024-12-20,South,Electronics,Pulse Earbuds,SMB,5,2328.78,1392.8
ORD-2700,2024-12-20,Central,Furniture,Ergo Chair,Consumer,4,1455.78,1008.43
ORD-2701,2024-12-20,West,Furniture,Ergo Chair,Consumer,2,428.24,284.47
ORD-2702,2024-12-21,East,Electronics,Pulse Earbuds,Consumer,5,1330.04,851.76
ORD-2703,2024-12-21,South,Office,Notebook Set,SMB,3,54.18,34.93
ORD-2704,2024-12-21,West,Electronics,Nova Monitor,SMB,1,274.87,175.85
ORD-2705,2024-12-21,West,Electronics,Pulse Earbuds,SMB,5,2303.68,1556.95
ORD-2706,2024-12-21,West,Apparel,Core Tee,Corporate,5,480.99,333.81
ORD-2707,2024-12-22,West,Electronics,Nova Monitor,SMB,5,2176.14,1270.09
ORD-2708,2024-12-22,North,Office,Notebook Set,Corporate,1,23.27,13.87
ORD-2709,2024-12-22,East,Furniture,Ergo Chair,Consumer,4,792.2,454.84
ORD-2710,2024-12-22,North,Electronics,Pulse Earbuds,Corporate,3,1469.22,930.67
ORD-2711,2024-12-22,North,Office,Gel Pens,Consumer,1,15.05,9.31
ORD-2712,2024-12-23,East,Electronics,Nova Monitor,Corporate,3,1140.35,724.67
ORD-2713,2024-12-23,West,Apparel,Trail Jacket,Corporate,1,82.45,54.95
ORD-2714,2024-12-24,Central,Apparel,Core Tee,Consumer,2,186.28,105.74
ORD-2715,2024-12-24,South,Furniture,Oak Desk,Consumer,4,834.97,564.72
ORD-2716,2024-12-24,North,Office,Notebook Set,SMB,3,53.45,31.56
ORD-2717,2024-12-24,North,Furniture,Ergo Chair,Consumer,5,1293.28,724.57
ORD-2718,2024-12-24,North,Apparel,Core Tee,Consumer,5,409.76,254.39
ORD-2719,2024-12-25,North,Office,Gel Pens,SMB,2,38.89,24
ORD-2720,2024-12-25,North,Furniture,Ergo Chair,Consumer,4,1184.82,666.27
ORD-2721,2024-12-25,South,Office,Gel Pens,SMB,4,82.56,47.18
ORD-2722,2024-12-25,South,Electronics,Nova Monitor,Consumer,2,920.56,508.05
ORD-2723,2024-12-25,West,Apparel,Core Tee,SMB,4,302.96,185.22
ORD-2724,2024-12-26,East,Apparel,Trail Jacket,SMB,2,128.84,85.48
ORD-2725,2024-12-26,North,Office,Gel Pens,Corporate,2,48.11,29.43
ORD-2726,2024-12-26,South,Apparel,Trail Jacket,Corporate,4,373.24,235.63
ORD-2727,2024-12-26,North,Office,Notebook Set,Corporate,4,74.3,41.29
ORD-2728,2024-12-27,South,Furniture,Oak Desk,SMB,3,695.36,447.55
ORD-2729,2024-12-27,South,Furniture,Ergo Chair,Consumer,5,1117.57,638
ORD-2730,2024-12-28,North,Electronics,Nova Monitor,Consumer,1,390.77,240.93
ORD-2731,2024-12-28,South,Electronics,Pulse Earbuds,SMB,1,399.35,258.14
ORD-2732,2024-12-28,North,Electronics,Aura Laptop,Corporate,5,2400.54,1375.26
ORD-2733,2024-12-29,East,Office,Notebook Set,SMB,2,45.14,29.36
ORD-2734,2024-12-29,West,Office,Notebook Set,SMB,5,104.01,62.33
ORD-2735,2024-12-29,East,Apparel,Trail Jacket,Consumer,3,207.65,126.51
ORD-2736,2024-12-29,North,Furniture,Oak Desk,SMB,2,693.89,459.13
ORD-2737,2024-12-29,West,Furniture,Ergo Chair,SMB,2,706.71,416.52
ORD-2738,2024-12-30,Central,Furniture,Oak Desk,Corporate,2,531.64,308.76
ORD-2739,2024-12-30,East,Apparel,Core Tee,Consumer,5,459.05,273.73
ORD-2740,2024-12-31,North,Electronics,Aura Laptop,Corporate,5,1916.62,1061.57
ORD-2741,2024-12-31,South,Furniture,Oak Desk,SMB,4,830.69,526.83
ORD-2742,2024-12-31,South,Electronics,Nova Monitor,Corporate,5,2063.12,1435.35
ORD-2743,2024-12-31,North,Furniture,Ergo Chair,Corporate,1,283.17,196.92
ORD-2744,2024-12-31,North,Furniture,Oak Desk,Consumer,3,902.86,610.54
ORD-2745,2025-01-01,Central,Electronics,Aura Laptop,SMB,3,876.45,529.39
ORD-2746,2025-01-01,Central,Apparel,Core Tee,Corporate,4,323.42,206.91
ORD-2747,2025-01-01,West,Office,Notebook Set,Consumer,5,86.87,57.3
ORD-2748,2025-01-01,South,Electronics,Aura Laptop,Consumer,3,1354.91,786.31
ORD-2749,2025-01-01,West,Office,Gel Pens,SMB,2,29.05,18.59
ORD-2750,2025-01-02,South,Furniture,Oak Desk,Corporate,4,992.12,617.78
ORD-2751,2025-01-02,East,Electronics,Nova Monitor,Corporate,3,861.55,563.22
ORD-2752,2025-01-02,West,Electronics,Nova Monitor,Consumer,4,1611.96,908.98
ORD-2753,2025-01-02,West,Apparel,Core Tee,SMB,4,201.03,111.66
ORD-2754,2025-01-03,East,Furniture,Oak Desk,Consumer,1,295.43,175.44
ORD-2755,2025-01-03,Central,Apparel,Trail Jacket,SMB,5,247.37,145.7
ORD-2756,2025-01-04,Central,Apparel,Core Tee,SMB,2,125.34,73.29
ORD-2757,2025-01-04,East,Apparel,Core Tee,SMB,3,251.32,149.52
ORD-2758,2025-01-04,North,Electronics,Nova Monitor,SMB,2,783.8,516.96
ORD-2759,2025-01-05,West,Office,Notebook Set,Corporate,5,69.01,42.78
ORD-2760,2025-01-05,Central,Apparel,Core Tee,Consumer,4,262.02,167.42
ORD-2761,2025-01-05,North,Furniture,Ergo Chair,SMB,5,1379.4,815.81
ORD-2762,2025-01-05,South,Apparel,Core Tee,Consumer,4,319.36,193.59
ORD-2763,2025-01-05,West,Office,Gel Pens,Corporate,4,63.59,38.89
ORD-2764,2025-01-06,East,Furniture,Ergo Chair,Consumer,4,1325.26,920.82
ORD-2765,2025-01-06,South,Office,Notebook Set,SMB,3,52.69,33.97
ORD-2766,2025-01-06,East,Electronics,Aura Laptop,SMB,3,1057.98,671.34
ORD-2767,2025-01-07,South,Electronics,Nova Monitor,SMB,1,438.09,264.39
ORD-2768,2025-01-07,Central,Furniture,Ergo Chair,Consumer,2,419.98,234.55
ORD-2769,2025-01-08,North,Office,Gel Pens,Consumer,2,48.72,29.52
ORD-2770,2025-01-08,Central,Electronics,Aura Laptop,Consumer,1,510.98,324.9
ORD-2771,2025-01-08,West,Office,Notebook Set,SMB,5,82.79,54.45
ORD-2772,2025-01-08,Central,Apparel,Trail Jacket,SMB,1,83.93,46.94
ORD-2773,2025-01-09,South,Furniture,Oak Desk,SMB,2,634.55,352.28
ORD-2774,2025-01-09,West,Electronics,Aura Laptop,Consumer,2,886.85,542.75
ORD-2775,2025-01-10,East,Furniture,Oak Desk,Corporate,5,1375.21,816.34
ORD-2776,2025-01-10,South,Office,Gel Pens,Corporate,5,91.76,51.62
ORD-2777,2025-01-11,South,Office,Notebook Set,SMB,3,51.8,35.94
ORD-2778,2025-01-11,Central,Apparel,Trail Jacket,Corporate,5,297.54,204.62
ORD-2779,2025-01-11,West,Office,Notebook Set,Corporate,2,31.5,18.87
ORD-2780,2025-01-11,Central,Electronics,Aura Laptop,SMB,3,1530.39,1028.51
ORD-2781,2025-01-12,Central,Office,Gel Pens,SMB,3,60.16,33.49
ORD-2782,2025-01-12,North,Furniture,Oak Desk,Consumer,5,1579.07,1064.94
ORD-2783,2025-01-12,East,Electronics,Aura Laptop,SMB,5,1835.07,1269.3
ORD-2784,2025-01-13,East,Office,Gel Pens,Corporate,2,32.83,22.17
ORD-2785,2025-01-13,North,Furniture,Ergo Chair,Corporate,3,1004.41,646.82
ORD-2786,2025-01-13,Central,Apparel,Trail Jacket,Consumer,4,209.79,142.22
ORD-2787,2025-01-14,South,Electronics,Pulse Earbuds,Consumer,1,452.61,294.44
ORD-2788,2025-01-14,East,Apparel,Trail Jacket,SMB,4,204.99,138.4
ORD-2789,2025-01-14,East,Apparel,Trail Jacket,Consumer,2,123.29,83.33
ORD-2790,2025-01-14,North,Furniture,Oak Desk,SMB,3,769.03,536.15
ORD-2791,2025-01-14,West,Office,Gel Pens,SMB,1,19.03,12.03
ORD-2792,2025-01-15,North,Furniture,Oak Desk,Consumer,4,1305.66,864.52
ORD-2793,2025-01-15,Central,Apparel,Core Tee,Consumer,4,242.62,164.65
ORD-2794,2025-01-15,South,Apparel,Trail Jacket,SMB,3,246.59,141.48
ORD-2795,2025-01-15,North,Apparel,Trail Jacket,Corporate,5,249.07,144.95
ORD-2796,2025-01-15,North,Furniture,Oak Desk,Corporate,5,1662.91,1115.29
ORD-2797,2025-01-16,South,Apparel,Core Tee,Consumer,3,159.49,107.3
ORD-2798,2025-01-16,South,Furniture,Ergo Chair,Consumer,1,251.58,157.38
ORD-2799,2025-01-16,North,Electronics,Pulse Earbuds,Consumer,5,2525.47,1420.28
ORD-2800,2025-01-17,North,Apparel,Core Tee,SMB,5,338.83,201.94
ORD-2801,2025-01-17,East,Electronics,Nova Monitor,Consumer,4,1513.58,843.65
ORD-2802,2025-01-17,Central,Apparel,Core Tee,Corporate,1,63.59,42.32
ORD-2803,2025-01-17,North,Apparel,Trail Jacket,Corporate,3,243.12,153.15
ORD-2804,2025-01-17,West,Furniture,Ergo Chair,Consumer,3,1053.79,732.89
ORD-2805,2025-01-18,West,Apparel,Core Tee,Corporate,1,58.56,39.76
ORD-2806,2025-01-18,South,Apparel,Core Tee,Corporate,1,88.74,55.33
ORD-2807,2025-01-18,East,Office,Gel Pens,Consumer,4,63.9,43.05
ORD-2808,2025-01-18,Central,Office,Gel Pens,Corporate,4,65.64,37.41
ORD-2809,2025-01-19,North,Apparel,Core Tee,Consumer,1,71.05,46.55
ORD-2810,2025-01-19,South,Office,Gel Pens,Corporate,5,71.39,43.54
ORD-2811,2025-01-19,Central,Office,Notebook Set,Consumer,1,24.4,13.48
ORD-2812,2025-01-20,West,Electronics,Nova Monitor,Corporate,3,806.27,486.23
ORD-2813,2025-01-20,Central,Office,Notebook Set,Consumer,3,69.25,41.18
ORD-2814,2025-01-21,South,Electronics,Nova Monitor,Corporate,2,840.37,526.38
ORD-2815,2025-01-21,Central,Furniture,Oak Desk,Corporate,2,514.15,311.09
ORD-2816,2025-01-22,West,Office,Notebook Set,Corporate,1,18.69,11.89
ORD-2817,2025-01-22,South,Furniture,Ergo Chair,Consumer,5,1469.74,926.31
ORD-2818,2025-01-22,East,Office,Gel Pens,Corporate,1,17.43,11.32
ORD-2819,2025-01-22,North,Apparel,Trail Jacket,SMB,4,255.54,141.19
ORD-2820,2025-01-23,Central,Electronics,Nova Monitor,Corporate,2,973.03,547.04
ORD-2821,2025-01-23,North,Electronics,Nova Monitor,Consumer,5,2059.48,1292.94
ORD-2822,2025-01-23,East,Office,Notebook Set,Corporate,5,110.81,64.06
ORD-2823,2025-01-23,Central,Furniture,Oak Desk,SMB,5,1350.73,833.1
ORD-2824,2025-01-23,North,Furniture,Ergo Chair,Corporate,5,1090.44,670.81
ORD-2825,2025-01-24,North,Electronics,Pulse Earbuds,Corporate,4,1317.76,809.8
ORD-2826,2025-01-24,South,Furniture,Oak Desk,SMB,2,447.9,257.9
ORD-2827,2025-01-24,South,Apparel,Trail Jacket,SMB,1,88.02,52.89
ORD-2828,2025-01-25,North,Electronics,Nova Monitor,SMB,3,1088.15,738.62
ORD-2829,2025-01-25,South,Furniture,Oak Desk,Consumer,3,981.45,545.26
ORD-2830,2025-01-25,West,Furniture,Ergo Chair,Consumer,5,1093.12,698.49
ORD-2831,2025-01-26,South,Furniture,Ergo Chair,Corporate,5,1286.72,758.2
ORD-2832,2025-01-26,Central,Office,Gel Pens,SMB,5,103.72,60.03
ORD-2833,2025-01-26,East,Electronics,Nova Monitor,Consumer,2,581.05,369.48
ORD-2834,2025-01-26,East,Furniture,Oak Desk,Consumer,3,776.61,499.77
